Compressor,Dataset,Field,ABS Error Bound,Iteration,Compression Rate,Decompression Rate,Avg Difference,Avg Error,Difference Range,Error Range,Max Error,Max PW-REL Error,Max REL Error,Min Error,Min PW-REL Error,Min REL Error,MSE,Number of Elements,PSNR,RMSE,NRMSE,Max Value,Mean Value,Min Value,Value Range,Std Dev,Bit Rate,Compressed Size,Compression Ratio,Decompressed Size,Uncompressed Size,Compression Runtime (ms),Decompression Runtime (ms),CPU Core,Compression Energy (J),Decompression Energy (J)
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,0,433053.8,706850.0,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,25401,15562,142,884.0009402656289,541.5858679742419
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,1,398724.1,719848.2,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,27588,15281,14,960.1125128950895,531.8065575449422
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,2,451060.0,775849.9,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,24387,14178,14,848.7118983606114,493.4201539737052
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,3,422979.3,778100.0,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,26006,14137,132,905.0560392326265,491.9932794982558
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,4,440881.8,777605.0,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,24950,14146,132,868.3053210356852,492.30649584652514
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,5,422183.8,769230.8,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,26055,14300,132,906.761328239871,497.6659755835791
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,6,429419.1,715168.1,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,25616,15381,132,891.4833308076197,535.2867391923797
sz,s3d,stat_planar.1.1000E-03.field.d64,0.1,7,390195.5,645010.0,-0.0002614162,0.004599853,0.2,0.1,0.1,8.388209e+16,0.006501831,0.0,0.0,0.0,0.0001763967,1375000000,61.27438,0.01328144,0.0008635369,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.07609978,13079650,841.0011,11000000000,11000000000,28191,17054,132,981.0980082291384,593.510178154011
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,0,438981.6,671714.7,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,25058,16376,11,896.0253148355802,585.5738908032349
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,1,410539.7,675509.7,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,26794,16284,11,958.1012964204859,582.2841498436662
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,2,477389.1,725928.9,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,23042,15153,11,823.9370781563348,541.8417908733157
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,3,441926.8,732551.9,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,24891,15016,11,890.0537198328847,536.942937487871
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,4,442513.5,680061.8,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,24858,16175,11,888.873704053909,578.3865219676554
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,5,444318.8,673937.0,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,24757,16322,11,885.262140609165,583.6429558921837
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,6,445344.1,667962.1,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,24700,16468,11,883.2239315363888,588.8636317628036
sz,s3d,stat_planar.1.1000E-03.field.d64,0.01,7,443459.0,668774.3,-9.009224e-05,0.001095623,0.02,0.01,0.01,7.269781e+16,0.0006501831,0.0,0.0,0.0,5.729983e-06,1375000000,76.15775,0.002393738,0.0001556368,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2524464,43389228,253.5191,11000000000,11000000000,24805,16448,11,886.9785271967662,588.1484706846365
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,0,395327.9,548902.2,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,27825,20040,9,943.9876571005914,679.8746684023666
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,1,370969.9,594401.8,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,29652,18506,9,1005.9702428875736,627.8323659408281
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,2,420666.2,589527.8,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,26149,18659,9,887.1278794437867,633.0230258343194
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,3,398796.4,584267.3,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,27583,18827,9,935.7775937396447,638.7225739526624
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,4,396482.1,639163.3,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,27744,17210,9,941.2396606863903,583.8644233136092
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,5,395200.1,582905.0,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,27834,18871,9,944.2929900355026,640.2153127455618
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,6,394548.1,590097.1,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,27880,18641,9,945.8535805917156,632.4123599644968
sz,s3d,stat_planar.1.1000E-03.field.d64,0.001,7,369946.9,585604.8,-8.842027e-06,0.0001960475,0.002,0.001,0.001,1.053186e+16,6.501831e-05,0.0,0.0,0.0,1.184052e-07,1375000000,93.00558,0.0003441006,2.237284e-05,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.9470379,162772138,67.57913,11000000000,11000000000,29734,18784,9,1008.7521651834317,637.2637610414199
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,0,338628.2,446827.5,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,32484,24618,7,994.4470094714093,753.641684495972
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,1,340325.5,475758.0,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,32322,23121,7,989.4876320691691,707.8133636863827
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,2,340220.2,473016.6,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,32332,23255,7,989.7937664767147,711.9155647474947
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,3,329183.6,469243.2,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,33416,23442,7,1022.9787362546672,717.6402781685991
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,4,326332.0,474383.3,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,33708,23188,7,1031.9178609550013,709.8644642169387
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,5,339244.4,459328.5,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,32425,23948,136,992.6408164668898,733.1306791904109
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,6,338774.3,458218.8,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,32470,24006,8,994.0184213008454,734.906258754176
sz,s3d,stat_planar.1.1000E-03.field.d64,0.0001,7,338003.9,465037.6,-2.142081e-07,2.660425e-05,0.0002,0.0001,0.0001,1242698000000000.0,6.501831e-06,0.0,0.0,0.0,1.665017e-09,1375000000,111.5251,4.080463e-05,2.653048e-06,15.36255,1.096437,-0.0177315,15.38028,3.444214,1.80537,310297999,35.44979,11000000000,11000000000,32544,23654,8,996.2838159166834,724.1303276085678
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,0,301808.1,372868.7,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,36447,29501,137,1115.1966762012933,902.6646128519318
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,1,304996.4,373781.0,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,36066,29429,9,1103.5389284131986,900.4615738998508
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,2,304405.6,368879.9,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,36136,29820,9,1105.680771838833,912.4252993201792
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,3,290229.8,377617.6,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,37901,29130,4,1159.6858239280386,891.3128426960703
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,4,291692.1,374787.1,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,37711,29350,9,1153.872248915603,898.0443506052064
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,5,290214.5,364769.9,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,37903,30156,9,1159.7470194544853,922.7061477632235
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,6,291182.5,356159.9,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,37777,30885,9,1155.8917012883437,945.0119171530426
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-05,7,290859.1,362318.8,3.65379e-08,3.010228e-06,2e-05,1e-05,1e-05,61977220000000.0,6.501831e-07,0.0,0.0,0.0,1.909715e-11,1375000000,130.9296,4.370029e-06,2.841319e-07,15.36255,1.096437,-0.0177315,15.38028,3.444214,3.249984,558590967,19.69241,11000000000,11000000000,37819,30360,9,1157.176807343724,928.948091460786
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,0,286085.8,297804.4,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,38450,36937,136,1179.0234815519766,1132.6291375314788
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,1,287566.7,305844.4,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,38252,35966,136,1172.952047238653,1102.8545783484626
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,2,278157.1,306637.3,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,39546,35873,136,1212.6310169428991,1100.0028440497804
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,3,273938.5,301982.1,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,40155,36426,136,1231.3052770278184,1116.959930793558
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,4,276513.9,293717.1,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,39781,37451,136,1219.8370122137628,1148.3903356983897
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,5,274485.3,298588.5,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,40075,36840,136,1228.8521722547584,1129.6547479941435
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,6,284428.8,289985.0,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,38674,37933,8,1185.8921749165447,1163.1702919560762
sz,s3d,stat_planar.1.1000E-03.field.d64,1e-06,7,285706.9,300941.1,-2.132485e-09,3.601077e-07,2e-06,1e-06,1e-06,11122400000000.0,6.501831e-08,0.0,0.0,0.0,2.260046e-13,1375000000,150.1981,4.753994e-07,3.090966e-08,15.36255,1.096437,-0.0177315,15.38028,3.444214,4.695488,807036941,13.63011,11000000000,11000000000,38501,36552,8,1180.5873358448025,1120.8235708111274
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,0,377812.1,699567.5,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,29115,15724,11,914.2531702331064,493.75637467784185
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,1,356390.7,792678.5,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,30865,13877,11,969.2057049371399,435.75789947878474
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,2,377216.1,775084.6,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,29161,14192,11,915.6976368596124,445.64935572551076
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,3,367991.4,840143.6,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,29892,13093,11,938.6520956416973,411.1391639313777
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,4,366691.1,836883.7,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,29998,13144,11,941.9806491723416,412.74063779989524
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,5,365145.2,767727.5,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,30125,14328,11,945.9686331194343,449.91995270822423
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,6,357479.4,758568.4,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,30771,14501,11,966.2539687873233,455.352403281823
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.1,7,331425.1,766070.1,-0.0008188767,0.02212494,0.2,0.09999999,0.09999999,5.042104e+17,0.006501831,5.157036e-18,9.731661e-12,3.353018e-19,0.0007886852,1375000000,54.77025,0.02808354,0.001825944,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.08683294,14924411,737.0475,11000000000,11000000000,33190,14359,11,1042.2140724724989,450.8933976086957
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.01,0,352541.5,739595.2,-6.184859e-05,0.00250538,0.02,0.01,0.01,7.186473e+16,0.0006501831,3.701065e-17,8.339515e-14,2.40637e-18,1.066283e-05,1375000000,73.46056,0.003265398,0.0002123107,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2468834,42433086,259.2317,11000000000,11000000000,31202,14873,135,980.8409533119449,467.53565472112547
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.01,1,345890.2,741090.1,-6.184859e-05,0.00250538,0.02,0.01,0.01,7.186473e+16,0.0006501831,3.701065e-17,8.339515e-14,2.40637e-18,1.066283e-05,1375000000,73.46056,0.003265398,0.0002123107,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2468834,42433086,259.2317,11000000000,11000000000,31802,14843,7,999.7020702912143,466.592598872162
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.01,2,337589.0,734018.4,-6.184859e-05,0.00250538,0.02,0.01,0.01,7.186473e+16,0.0006501831,3.701065e-17,8.339515e-14,2.40637e-18,1.066283e-05,1375000000,73.46056,0.003265398,0.0002123107,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2468834,42433086,259.2317,11000000000,11000000000,32584,14986,7,1024.2843927541956,471.0878317522212
sz3,s3d,stat_planar.1.1000E-03.field.d64,0.01,3,337920.9,741090.1,-6.184859e-05,0.00250538,0.02,0.01,0.01,7.186473e+16,0.0006501831,3.701065e-17,8.339515e-14,2.40637e-18,1.066283e-05,1375000000,73.46056,0.003265398,0.0002123107,15.36255,1.096437,-0.0177315,15.38028,3.444214,0.2468834,42433086,259.2317,11000000000,11000000000,32552,14843,7,1023.2784665153013,466.592598872162
