Dataset,Field,Compressor,Node,Rank,Cores,REL Error Bound,I/O Method,Iteration,Compression Runtime (s),I/O Runtime (s),Compression Energy (J),I/O Energy (J),Compressed Data Size
nyx,temperature.f32,QoZ,2,5,256,1.000000e-03,HDF5,0,4.953237e+00,2.517788e-01,1.490259e+03,7.158807e+01,1243160
nyx,temperature.f32,QoZ,4,6,256,1.000000e-03,HDF5,1,4.953187e+00,7.351995e-02,1.467622e+03,1.900459e+01,1243160
nyx,temperature.f32,QoZ,3,5,256,1.000000e-03,HDF5,2,4.953244e+00,7.366331e-02,1.489899e+03,1.984718e+01,1243160
nyx,temperature.f32,QoZ,2,5,256,1.000000e-03,HDF5,3,4.953237e+00,5.403408e-02,1.490259e+03,1.362777e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,HDF5,4,4.953220e+00,5.921316e-02,1.497872e+03,1.562124e+01,1243160
nyx,temperature.f32,QoZ,0,5,256,1.000000e-03,HDF5,5,4.953221e+00,5.701985e-02,1.480549e+03,1.534945e+01,1243160
nyx,temperature.f32,QoZ,4,6,256,1.000000e-03,HDF5,6,4.953187e+00,5.177594e-02,1.467622e+03,1.330075e+01,1243160
nyx,temperature.f32,QoZ,5,6,256,1.000000e-03,HDF5,6,4.953216e+00,5.178246e-02,1.488796e+03,1.315011e+01,1243160
nyx,temperature.f32,QoZ,5,6,256,1.000000e-03,HDF5,7,4.953216e+00,6.092668e-02,1.488796e+03,1.578689e+01,1243160
nyx,temperature.f32,QoZ,2,5,256,1.000000e-03,HDF5,8,4.953237e+00,5.713934e-02,1.490259e+03,1.473281e+01,1243160
nyx,temperature.f32,QoZ,4,6,256,1.000000e-03,HDF5,9,4.953187e+00,5.622487e-02,1.467622e+03,1.393154e+01,1243160
nyx,temperature.f32,QoZ,2,5,256,1.000000e-03,NetCDF,0,4.953237e+00,7.442957e-02,1.490259e+03,1.968116e+01,1243160
nyx,temperature.f32,QoZ,0,5,256,1.000000e-03,NetCDF,1,4.953221e+00,6.112734e-02,1.480549e+03,1.625228e+01,1243160
nyx,temperature.f32,QoZ,5,6,256,1.000000e-03,NetCDF,1,4.953216e+00,6.112744e-02,1.488796e+03,1.609322e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,NetCDF,2,4.953220e+00,5.242246e-02,1.497872e+03,1.353799e+01,1243160
nyx,temperature.f32,QoZ,5,6,256,1.000000e-03,NetCDF,2,4.953216e+00,5.242480e-02,1.488796e+03,1.294558e+01,1243160
nyx,temperature.f32,QoZ,2,5,256,1.000000e-03,NetCDF,2,4.953237e+00,5.242471e-02,1.490259e+03,1.353311e+01,1243160
nyx,temperature.f32,QoZ,4,6,256,1.000000e-03,NetCDF,3,4.953187e+00,5.676716e-02,1.467622e+03,1.396829e+01,1243160
nyx,temperature.f32,QoZ,0,5,256,1.000000e-03,NetCDF,4,4.953221e+00,6.041742e-02,1.480549e+03,1.653847e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,NetCDF,4,4.953220e+00,6.041641e-02,1.497872e+03,1.544228e+01,1243160
nyx,temperature.f32,QoZ,3,5,256,1.000000e-03,NetCDF,5,4.953244e+00,7.461297e-02,1.489899e+03,2.011183e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,NetCDF,5,4.953220e+00,7.461166e-02,1.497872e+03,1.693801e+01,1243160
nyx,temperature.f32,QoZ,4,6,256,1.000000e-03,NetCDF,5,4.953187e+00,7.461180e-02,1.467622e+03,2.005451e+01,1243160
nyx,temperature.f32,QoZ,5,6,256,1.000000e-03,NetCDF,6,4.953216e+00,6.132740e-02,1.488796e+03,1.612392e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,NetCDF,6,4.953220e+00,6.133300e-02,1.497872e+03,1.340243e+01,1243160
nyx,temperature.f32,QoZ,5,6,256,1.000000e-03,NetCDF,7,4.953216e+00,5.881174e-02,1.488796e+03,1.460519e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,NetCDF,7,4.953220e+00,5.881093e-02,1.497872e+03,1.217575e+01,1243160
nyx,temperature.f32,QoZ,0,5,256,1.000000e-03,NetCDF,8,4.953221e+00,5.992070e-02,1.480549e+03,1.618892e+01,1243160
nyx,temperature.f32,QoZ,1,5,256,1.000000e-03,NetCDF,8,4.953220e+00,5.991739e-02,1.497872e+03,1.260983e+01,1243160
nyx,temperature.f32,QoZ,2,5,256,1.000000e-03,NetCDF,9,4.953237e+00,6.263997e-02,1.490259e+03,1.645064e+01,1243160
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,0,2.410753e+00,2.960729e-01,6.371292e+02,7.098847e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,1,2.410753e+00,2.681320e-01,6.371292e+02,6.662080e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,2,2.410753e+00,2.004995e-01,6.371292e+02,5.059154e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,HDF5,3,2.410763e+00,4.538972e-02,6.453024e+02,1.049387e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,4,2.410753e+00,1.410072e-01,6.371292e+02,3.405637e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,5,2.410753e+00,9.304804e-02,6.371292e+02,2.231446e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,6,2.410753e+00,7.657977e-02,6.371292e+02,1.793977e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,HDF5,7,2.410763e+00,5.998272e-02,6.453024e+02,1.441213e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,HDF5,8,2.410753e+00,5.647636e-02,6.371292e+02,1.331997e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,HDF5,9,2.410763e+00,4.452885e-02,6.453024e+02,1.026487e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,NetCDF,0,2.410753e+00,6.162384e-02,6.371292e+02,1.351327e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,NetCDF,1,2.410763e+00,7.845496e-02,6.453024e+02,1.893873e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,NetCDF,2,2.410753e+00,4.840799e-02,6.371292e+02,1.094467e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,NetCDF,3,2.410753e+00,6.525398e-02,6.371292e+02,1.471438e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,NetCDF,4,2.410763e+00,6.368310e-02,6.453024e+02,1.505233e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,NetCDF,5,2.410753e+00,6.184541e-02,6.371292e+02,1.441158e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,NetCDF,6,2.410763e+00,4.741854e-02,6.453024e+02,1.098288e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,NetCDF,7,2.410753e+00,5.746267e-02,6.371292e+02,1.329104e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,NetCDF,8,2.410763e+00,5.635171e-02,6.453024e+02,1.285824e+01,2717853
nyx,temperature.f32,SZ2,1,2,64,1.000000e-03,NetCDF,9,2.410763e+00,5.957384e-02,6.453024e+02,1.364529e+01,2717853
nyx,temperature.f32,SZ2,0,2,64,1.000000e-03,NetCDF,9,2.410753e+00,5.957721e-02,6.371292e+02,1.354000e+01,2717853
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,0,6.627846e+00,4.290492e-02,1.549596e+03,9.674109e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,1,6.627846e+00,3.575680e-02,1.549596e+03,7.490948e+00,984854
nyx,temperature.f32,SZ3,0,2,64,1.000000e-03,HDF5,2,6.627846e+00,4.548963e-02,1.536569e+03,1.056418e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,3,6.627846e+00,4.023930e-02,1.549596e+03,9.111609e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,4,6.627846e+00,4.460598e-02,1.549596e+03,9.822424e+00,984854
nyx,temperature.f32,SZ3,0,2,64,1.000000e-03,HDF5,4,6.627846e+00,4.460853e-02,1.536569e+03,1.001365e+01,984854
nyx,temperature.f32,SZ3,0,2,64,1.000000e-03,HDF5,5,6.627846e+00,4.646648e-02,1.536569e+03,1.018222e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,5,6.627846e+00,4.646103e-02,1.549596e+03,1.051017e+01,984854
nyx,temperature.f32,SZ3,0,2,64,1.000000e-03,HDF5,6,6.627846e+00,4.239731e-02,1.536569e+03,9.353247e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,7,6.627846e+00,3.855157e-02,1.549596e+03,8.472574e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,8,6.627846e+00,4.975970e-02,1.549596e+03,1.125742e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,HDF5,9,6.627846e+00,3.593629e-02,1.549596e+03,7.232159e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,0,6.627846e+00,4.391530e-02,1.549596e+03,9.527380e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,1,6.627846e+00,4.448969e-02,1.549596e+03,8.756081e+00,984854
nyx,temperature.f32,SZ3,0,2,64,1.000000e-03,NetCDF,2,6.627846e+00,7.340282e-02,1.536569e+03,1.744155e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,3,6.627846e+00,4.283461e-02,1.549596e+03,9.506812e+00,984854
nyx,temperature.f32,SZ3,0,2,64,1.000000e-03,NetCDF,4,6.627846e+00,4.902713e-02,1.536569e+03,1.079770e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,5,6.627846e+00,5.051659e-02,1.549596e+03,1.143308e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,6,6.627846e+00,4.873495e-02,1.549596e+03,1.068064e+01,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,7,6.627846e+00,5.052244e-02,1.549596e+03,8.865150e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,8,6.627846e+00,5.171868e-02,1.549596e+03,9.476539e+00,984854
nyx,temperature.f32,SZ3,1,2,64,1.000000e-03,NetCDF,9,6.627846e+00,5.090230e-02,1.549596e+03,9.478980e+00,984854
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,HDF5,0,2.437433e+00,8.953459e-02,5.966768e+02,2.162305e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,HDF5,1,2.437441e+00,5.156391e-02,5.990364e+02,1.238602e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,HDF5,2,2.437433e+00,6.335446e-02,5.966768e+02,1.520534e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,HDF5,3,2.437441e+00,5.708064e-02,5.990364e+02,1.376388e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,HDF5,4,2.437433e+00,6.102798e-02,5.966768e+02,1.489370e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,HDF5,5,2.437441e+00,6.069738e-02,5.990364e+02,1.458004e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,HDF5,6,2.437433e+00,6.779055e-02,5.966768e+02,1.622054e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,HDF5,7,2.437441e+00,7.857244e-02,5.990364e+02,1.904890e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,HDF5,8,2.437433e+00,6.182693e-02,5.966768e+02,1.485000e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,HDF5,9,2.437441e+00,6.633421e-02,5.990364e+02,1.539413e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,NetCDF,0,2.437433e+00,1.725422e-01,5.966768e+02,4.230818e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,NetCDF,1,2.437441e+00,2.170555e-01,5.990364e+02,5.057891e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,NetCDF,2,2.437433e+00,1.485333e-01,5.966768e+02,3.551846e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,NetCDF,3,2.437441e+00,1.578348e-01,5.990364e+02,3.857241e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,NetCDF,4,2.437441e+00,1.599364e-01,5.990364e+02,3.897616e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,NetCDF,5,2.437433e+00,1.720566e-01,5.966768e+02,4.231325e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,NetCDF,6,2.437441e+00,1.575518e-01,5.990364e+02,3.840572e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,NetCDF,7,2.437433e+00,1.644585e-01,5.966768e+02,4.020022e+01,21233456
nyx,temperature.f32,ZFP,0,2,64,1.000000e-03,NetCDF,8,2.437433e+00,1.471010e-01,5.966768e+02,3.513303e+01,21233456
nyx,temperature.f32,ZFP,1,2,64,1.000000e-03,NetCDF,9,2.437441e+00,1.760639e-01,5.990364e+02,4.374629e+01,21233456
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,HDF5,0,4.886794e+00,7.069634e-01,1.292616e+03,1.277384e+02,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,HDF5,1,4.886787e+00,4.475159e-02,1.315791e+03,9.955113e+00,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,HDF5,2,4.886794e+00,3.745889e-02,1.292616e+03,8.311807e+00,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,HDF5,3,4.886787e+00,3.474375e-02,1.315791e+03,7.815226e+00,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,HDF5,4,4.886794e+00,3.692569e-02,1.292616e+03,8.178996e+00,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,HDF5,5,4.886787e+00,4.022112e-02,1.315791e+03,9.233863e+00,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,HDF5,6,4.886794e+00,3.874950e-02,1.292616e+03,8.598976e+00,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,HDF5,7,4.886794e+00,3.387379e-02,1.292616e+03,7.487347e+00,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,HDF5,8,4.886787e+00,3.253098e-02,1.315791e+03,7.140301e+00,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,HDF5,9,4.886794e+00,4.615235e-02,1.292616e+03,1.046219e+01,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,NetCDF,0,4.886787e+00,4.759519e-02,1.315791e+03,1.023471e+01,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,NetCDF,1,4.886794e+00,4.495599e-02,1.292616e+03,1.040781e+01,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,NetCDF,2,4.886787e+00,3.880069e-02,1.315791e+03,8.846474e+00,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,NetCDF,3,4.886794e+00,5.156980e-02,1.292616e+03,1.204831e+01,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,NetCDF,4,4.886787e+00,5.343118e-02,1.315791e+03,1.215860e+01,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,NetCDF,5,4.886794e+00,4.977346e-02,1.292616e+03,1.157041e+01,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,NetCDF,6,4.886787e+00,5.559823e-02,1.315791e+03,1.296872e+01,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,NetCDF,7,4.886794e+00,4.348405e-02,1.292616e+03,9.910680e+00,1243160
nyx,temperature.f32,QoZ,1,2,64,1.000000e-03,NetCDF,8,4.886787e+00,4.853804e-02,1.315791e+03,1.071573e+01,1243160
nyx,temperature.f32,QoZ,0,2,64,1.000000e-03,NetCDF,9,4.886794e+00,5.019167e-02,1.292616e+03,1.163437e+01,1243160
nyx,temperature.f32,SZ2,8,11,512,1.000000e-03,HDF5,0,2.615792e+00,2.382851e-01,7.943802e+02,6.726948e+01,2717853
nyx,temperature.f32,SZ2,10,11,512,1.000000e-03,HDF5,1,2.615798e+00,1.193983e-01,7.960720e+02,3.241465e+01,2717853
nyx,temperature.f32,SZ2,9,11,512,1.000000e-03,HDF5,2,2.615800e+00,8.923816e-02,7.871925e+02,1.941334e+01,2717853
nyx,temperature.f32,SZ2,1,10,512,1.000000e-03,HDF5,2,2.615805e+00,8.923687e-02,7.902520e+02,2.406055e+01,2717853
nyx,temperature.f32,SZ2,1,10,512,1.000000e-03,HDF5,3,2.615805e+00,8.297886e-02,7.902520e+02,2.133668e+01,2717853
nyx,temperature.f32,SZ2,6,11,512,1.000000e-03,HDF5,4,2.615807e+00,1.476621e-01,7.886299e+02,4.274147e+01,2717853
nyx,temperature.f32,SZ2,8,11,512,1.000000e-03,HDF5,5,2.615792e+00,9.653752e-02,7.943802e+02,2.245111e+01,2717853
nyx,temperature.f32,SZ2,0,10,512,1.000000e-03,HDF5,6,2.615724e+00,1.106739e-01,7.858516e+02,3.246201e+01,2717853
nyx,temperature.f32,SZ2,2,10,512,1.000000e-03,HDF5,7,2.615729e+00,2.047078e-01,7.886374e+02,5.955002e+01,2717853
nyx,temperature.f32,SZ2,1,10,512,1.000000e-03,HDF5,7,2.615805e+00,2.046986e-01,7.902520e+02,6.284426e+01,2717853
nyx,temperature.f32,SZ2,5,10,512,1.000000e-03,HDF5,8,2.615795e+00,9.678402e-02,7.968814e+02,2.172144e+01,2717853
nyx,temperature.f32,SZ2,3,10,512,1.000000e-03,HDF5,8,2.615791e+00,9.679071e-02,7.957502e+02,2.351288e+01,2717853
nyx,temperature.f32,SZ2,4,10,512,1.000000e-03,HDF5,9,2.615720e+00,9.046928e-02,7.813974e+02,1.874305e+01,2717853
nyx,temperature.f32,SZ2,2,10,512,1.000000e-03,NetCDF,0,2.615729e+00,1.208038e-01,7.886374e+02,3.224400e+01,2717853
nyx,temperature.f32,SZ2,10,11,512,1.000000e-03,NetCDF,1,2.615798e+00,1.053909e-01,7.960720e+02,2.744347e+01,2717853
nyx,temperature.f32,SZ2,3,10,512,1.000000e-03,NetCDF,1,2.615791e+00,1.053916e-01,7.957502e+02,2.768364e+01,2717853
nyx,temperature.f32,SZ2,6,11,512,1.000000e-03,NetCDF,2,2.615807e+00,1.833331e-01,7.886299e+02,5.551567e+01,2717853
nyx,temperature.f32,SZ2,5,10,512,1.000000e-03,NetCDF,3,2.615795e+00,1.649184e-01,7.968814e+02,4.387635e+01,2717853
nyx,temperature.f32,SZ2,5,10,512,1.000000e-03,NetCDF,4,2.615795e+00,1.314362e-01,7.968814e+02,3.418308e+01,2717853
nyx,temperature.f32,SZ2,10,11,512,1.000000e-03,NetCDF,5,2.615798e+00,1.075897e-01,7.960720e+02,2.927959e+01,2717853
nyx,temperature.f32,SZ2,6,11,512,1.000000e-03,NetCDF,6,2.615807e+00,9.457234e-02,7.886299e+02,2.461651e+01,2717853
nyx,temperature.f32,SZ2,10,11,512,1.000000e-03,NetCDF,7,2.615798e+00,1.574935e-01,7.960720e+02,4.491218e+01,2717853
nyx,temperature.f32,SZ2,3,10,512,1.000000e-03,NetCDF,8,2.615791e+00,1.299389e-01,7.957502e+02,3.605008e+01,2717853
nyx,temperature.f32,SZ2,0,10,512,1.000000e-03,NetCDF,9,2.615724e+00,1.098890e-01,7.858516e+02,3.074461e+01,2717853
nyx,temperature.f32,SZ3,7,11,512,1.000000e-03,HDF5,0,6.998864e+00,1.506280e-01,2.016427e+03,3.452176e+01,984854
nyx,temperature.f32,SZ3,10,11,512,1.000000e-03,HDF5,1,6.998850e+00,6.866417e-02,1.971649e+03,1.865962e+01,984854
nyx,temperature.f32,SZ3,4,10,512,1.000000e-03,HDF5,2,7.017423e+00,7.444795e-02,1.851693e+03,1.866902e+01,984854
nyx,temperature.f32,SZ3,2,10,512,1.000000e-03,HDF5,3,6.998851e+00,6.310939e-02,1.958132e+03,1.689205e+01,984854
nyx,temperature.f32,SZ3,4,10,512,1.000000e-03,HDF5,4,7.017423e+00,6.054915e-02,1.851693e+03,1.557454e+01,984854
nyx,temperature.f32,SZ3,6,11,512,1.000000e-03,HDF5,4,6.998871e+00,6.054417e-02,2.023767e+03,1.622768e+01,984854
nyx,temperature.f32,SZ3,2,10,512,1.000000e-03,HDF5,5,6.998851e+00,6.254313e-02,1.958132e+03,1.693093e+01,984854
nyx,temperature.f32,SZ3,6,11,512,1.000000e-03,HDF5,5,6.998871e+00,6.254345e-02,2.023767e+03,1.548428e+01,984854
nyx,temperature.f32,SZ3,2,10,512,1.000000e-03,HDF5,6,6.998851e+00,1.178801e-01,1.958132e+03,3.336686e+01,984854
nyx,temperature.f32,SZ3,6,11,512,1.000000e-03,HDF5,6,6.998871e+00,1.178776e-01,2.023767e+03,3.425150e+01,984854
nyx,temperature.f32,SZ3,1,10,512,1.000000e-03,HDF5,7,6.998875e+00,6.381066e-02,2.010403e+03,1.728560e+01,984854
nyx,temperature.f32,SZ3,6,11,512,1.000000e-03,HDF5,7,6.998871e+00,6.381037e-02,2.023767e+03,1.656777e+01,984854
nyx,temperature.f32,SZ3,10,11,512,1.000000e-03,HDF5,8,6.998850e+00,6.834842e-02,1.971649e+03,1.864320e+01,984854
nyx,temperature.f32,SZ3,8,11,512,1.000000e-03,HDF5,9,6.998856e+00,6.694962e-02,2.011093e+03,1.896364e+01,984854
nyx,temperature.f32,SZ3,10,11,512,1.000000e-03,NetCDF,0,6.998850e+00,9.642541e-02,1.971649e+03,2.647393e+01,984854
nyx,temperature.f32,SZ3,1,10,512,1.000000e-03,NetCDF,1,6.998875e+00,7.781501e-02,2.010403e+03,2.281592e+01,984854
nyx,temperature.f32,SZ3,6,11,512,1.000000e-03,NetCDF,2,6.998871e+00,6.354269e-02,2.023767e+03,1.814052e+01,984854
nyx,temperature.f32,SZ3,8,11,512,1.000000e-03,NetCDF,3,6.998856e+00,7.145883e-02,2.011093e+03,2.005305e+01,984854
nyx,temperature.f32,SZ3,5,10,512,1.000000e-03,NetCDF,3,6.998873e+00,7.146268e-02,1.968577e+03,1.998738e+01,984854
nyx,temperature.f32,SZ3,6,11,512,1.000000e-03,NetCDF,3,6.998871e+00,7.146273e-02,2.023767e+03,2.033180e+01,984854
nyx,temperature.f32,SZ3,5,10,512,1.000000e-03,NetCDF,4,6.998873e+00,5.913672e-02,1.968577e+03,1.553738e+01,984854
